title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,ratings_per_page,page_group,cluster,nome_cluster
The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,3.66,eng,181,2057,128,1986-03-12,Pantheon,11.3646408839779,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,eng,178,203,8,1999-07-01,One World (UK),1.1404494382022472,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,4.21,eng,464,35,2,1998-04-01,Interlink Publishing Group,0.07543103448275862,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,4.19,eng,102,328,16,1998-01-01,Penguin Books,3.215686274509804,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Jesus the Son of Man,Kahlil Gibran/جبران خليل جبران,3.98,eng,216,1308,82,1995-02-21,Knopf,6.055555555555555,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Broken Wings,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,3.92,eng,132,6432,517,2003-03-03,Citadel,48.72727272727273,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Sand and Foam,Kahlil Gibran/جبران خليل جبران,4.08,eng,100,3015,217,2011-06-14,Knopf,30.15,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Treasure Island,Robert Louis Stevenson,3.83,eng,311,318753,6734,2001-09-15,Kingfisher,1024.9292604501609,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,eng,213,420,42,2004-10-01,Sterling Children's Books,1.971830985915493,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Treasure Island,Robert Louis Stevenson,3.83,eng,245,5967,276,2005-06-01,Simon & Schuster,24.355102040816327,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,eng,64,104,14,2003-07-01,Atheneum Books for Young Readers,1.625,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,eng,272,56,4,2002-09-03,Gramercy Books,0.20588235294117646,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,eng,232,91,16,2006-01-31,Abdo Publishing Company,0.3922413793103448,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
100 Years of Lynchings,Ralph Ginzburg,4.61,eng,270,88,4,1996-11-22,Black Classic Press,0.32592592592592595,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Cien años de soledad,Gabriel García Márquez,4.07,spa,448,63,7,1990-01-01,French & European,0.140625,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
On Beyond Zebra!,Dr. Seuss,4.04,eng,64,2815,164,1955-09-12,Random House Books for Young Readers,43.984375,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Wedding Clause,Debbie Raleigh,3.6,eng,256,95,13,2005-06-07,Zebra,0.37109375,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Zebra Wall,Kevin Henkes,3.44,eng,147,217,24,2005-02-15,Greenwillow Books,1.4761904761904763,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
El perfume: Historia de un asesino,Patrick Süskind,4.02,spa,239,4136,255,2002-06-01,Booket,17.305439330543933,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Door Into Summer,Robert A. Heinlein,4.01,eng,304,17232,649,1997-06-17,Del Rey,56.68421052631579,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Stranger in a Strange Land,Robert A. Heinlein,3.92,eng,528,251872,6241,1991-10-01,Ace,477.030303030303,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
To Sail Beyond the Sunset,Robert A. Heinlein,3.87,eng,434,10293,193,1988-06-01,Ace Books,23.716589861751153,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Job: A Comedy of Justice,Robert A. Heinlein,3.78,eng,439,15970,438,1985-10-12,Del Rey,36.37813211845103,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,eng,256,6898,200,2006-08-08,Tor Books,26.9453125,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,eng,307,67803,1401,1991-02-15,Pocket Books,220.85667752442995,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,eng,298,22091,746,2005-04-26,Del Rey,74.13087248322148,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,eng,368,2623,49,2005-12-27,Del Rey,7.127717391304348,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Douglas Adams's Starship Titanic,Terry Jones,3.6,eng,256,885,84,1998-10-27,Ballantine Books,3.45703125,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,3.93,eng,336,5,0,2003-07-01,Turtleback Books,0.01488095238095238,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,4.13,eng,72,100,13,2011-01-12,Samuel French  Inc.,1.3888888888888888,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
On Bullshit,Harry G. Frankfurt,3.57,eng,67,9358,995,2005-01-30,Princeton University Press,139.67164179104478,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Another Bullshit Night in Suck City,Nick Flynn,3.78,eng,347,9318,907,2005-09-12,W. W. Norton & Company,26.853025936599423,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,eng,317,120,15,1993-06-12,Simon & Schuster,0.3785488958990536,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,eng,32,5239,76,1998-02-02,HMH Books for Young Readers,163.71875,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Underworld,Don DeLillo,3.92,eng,827,1505,175,1998-07-09,Scribner,1.8198307134220073,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Libra,Don DeLillo,3.99,eng,480,11857,564,1991-05-01,Penguin,24.702083333333334,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Americana,Don DeLillo,3.43,eng,377,393,55,1989-07-06,Penguin Books,1.0424403183023874,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Running Dog,Don DeLillo,3.43,eng,256,1356,72,1989-07-17,Vintage Contemporaries,5.296875,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Cosmopolis,Don DeLillo,3.22,eng,224,460,41,2004-04-06,Scribner,2.0535714285714284,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Great Jones Street,Don DeLillo,3.48,eng,272,2492,145,1994-01-01,Penguin Books,9.161764705882353,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Names,Don DeLillo,3.64,eng,339,3100,212,1989-07-17,Vintage,9.144542772861357,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Against the Day,Thomas Pynchon,4.13,eng,1085,5296,587,2006-11-21,Penguin Press,4.88110599078341,1001-2000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
V.,Thomas Pynchon,3.96,eng,547,1415,177,2005-07-05,Harper Perennial Modern Classics,2.586837294332724,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Crying of Lot 49,Thomas Pynchon,3.69,eng,152,2161,230,1999-04-01,Harper Perennial,14.217105263157896,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Gravity's Rainbow,Thomas Pynchon,4.01,eng,784,762,213,2000-01-01,Penguin Books,0.9719387755102041,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,eng,773,8086,602,2004-01-03,Picador USA,10.460543337645538,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Vineland,Thomas Pynchon,3.69,eng,385,702,69,1997-09-01,Penguin Classics,1.8233766233766233,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Gravity's Rainbow,Thomas Pynchon,4.01,eng,776,29764,2164,2006-10-31,Penguin Books,38.355670103092784,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Slow Learner: Early Stories,Thomas Pynchon,3.5,eng,193,334,34,1985-04-30,Back Bay Books,1.7305699481865284,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,3.8,eng,352,2473,220,1996-08-29,Penguin Classics,7.025568181818182,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Year of Magical Thinking,Joan Didion,3.89,eng,227,2656,336,2005-10-04,Knopf Publishing Group,11.700440528634362,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The White Album,Joan Didion,4.17,eng,222,11889,738,1990-10-01,Farrar Straus Giroux,53.554054054054056,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
A Book of Common Prayer,Joan Didion,3.8,eng,272,2962,255,1995-04-11,Vintage International,10.889705882352942,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Where I Was From,Joan Didion,3.86,eng,240,2842,292,2004-09-14,Vintage,11.841666666666667,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Slouching Towards Bethlehem,Joan Didion,4.21,eng,238,26934,1825,1990-10-01,Farrar Straus Giroux,113.16806722689076,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Democracy,Joan Didion,3.81,eng,234,2070,169,1995-04-25,Vintage International,8.846153846153847,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,4.5,eng,1122,1564,108,2006-10-17,Everyman's Library,1.393939393939394,1001-2000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Play It As It Lays,Joan Didion/David Thomson,3.87,eng,231,23656,1706,2005-11-15,Farrar  Straus and Giroux,102.4069264069264,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,eng,308,43200,1873,2006-03-28,Penguin Classics,140.25974025974025,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
City of Glass (The New York Trilogy  #1),Paul Auster,3.79,eng,203,12410,734,1987-04-07,Penguin Books,61.13300492610838,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Ghosts (The New York Trilogy  #2),Paul Auster,3.64,eng,96,3672,195,1987-07-07,Penguin Books,38.25,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,eng,179,2998,164,1986-11-01,Sun and Moon Press,16.748603351955307,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,3.89,eng,256,74,2,1995-01-01,Sky Books (NY),0.2890625,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Brooklyn Follies,Paul Auster,3.84,eng,306,17977,1157,2006-10-17,Picador,58.748366013071895,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Moon Palace,Paul Auster,3.94,eng,320,16099,503,1990-04-01,Penguin Books,50.309375,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Music of Chance,Paul Auster,3.9,eng,217,361,36,1991-12-01,Penguin Books,1.663594470046083,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Travels in the Scriptorium,Paul Auster,3.23,eng,145,6688,562,2007-01-23,Henry Holt & Company,46.12413793103448,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Leviathan,Paul Auster,3.96,eng,275,11744,443,1993-09-01,Penguin Books,42.70545454545454,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Red Notebook: True Stories,Paul Auster,3.77,eng,104,2390,120,2002-06-17,New Directions,22.98076923076923,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Timbuktu / Leviathan / Moon Palace,Paul Auster,4.38,fre,1075,21,1,2002-11-07,Actes Sud,0.01953488372093023,1001-2000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,eng,608,52522,2780,2005-12-27,Penguin Books Ltd. (London),86.38486842105263,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,eng,211,213,26,2006-02-01,Business Plus,1.009478672985782,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Collapse of Complex Societies,Joseph A. Tainter,4.15,eng,262,719,86,1990-03-29,Cambridge University Press,2.7442748091603053,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.8,eng,544,4762,512,2001-08-07,Simon  Schuster,8.753676470588236,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.91,eng,272,62,4,2002-01-29,Ballantine Books,0.22794117647058823,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,eng,576,278,20,1998-09-17,W. W. Norton  Company,0.4826388888888889,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
My Inventions,Nikola Tesla,4.01,eng,88,2862,262,2006-05-17,Filiquarian Publishing  LLC.,32.52272727272727,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,3.78,eng,542,2829,334,2001-02-01,Citadel,5.219557195571956,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,eng,144,105,5,1994-10-01,Lerner Publications,0.7291666666666666,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Tesla Papers,Nikola Tesla/David Hatcher Childress,4.13,eng,100,102,2,2000-12-01,Adventures Unlimited Press,1.02,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,eng,249,478,12,2006-06-27,Harlequin Blaze,1.9196787148594376,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,4.03,eng,828,1577,49,2004-10-11,Pragmatic Bookshelf,1.9045893719806763,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,eng,112,73,8,2000-06-13,Cliffs Notes,0.6517857142857143,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Lord of the Flies,William Golding,3.68,eng,6,408,96,2005-10-11,Listening Library (Audio),68.0,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,eng,397,1693,100,2006-09-12,Random House,4.26448362720403,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
We Were Not Like Other People,Ephraim Sevela/Antonina W. Bouis,4.14,eng,216,1,0,1989-01-01,HarperCollins Publishers,0.004629629629629629,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Lovely Bones,Alice Sebold,3.81,eng,328,6485,966,2003-06-01,Picador,19.771341463414632,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Lovely Bones,Alice Sebold,3.81,eng,532,367,73,2004-04-01,Large Print Press,0.6898496240601504,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.8,eng,224,1371,43,1990-05-13,Ballantine Books,6.120535714285714,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea/Molly E. Holzschlag,3.98,eng,296,793,28,2005-02-17,Peachpit Press,2.679054054054054,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,eng,456,549,42,2006-08-01,Peachpit Press,1.2039473684210527,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
1000 Record Covers,Michael Ochs/Patrick Javault/Ulrike Wasel,3.85,mul,575,288,31,2005-05-15,Taschen,0.5008695652173913,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,eng,245,26381,1109,2006-06-13,Scribner,107.67755102040816,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,eng,272,62089,3324,2004-07-02,Scribner,228.2683823529412,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Vice (V  #8),Jane Feather,3.51,eng,419,474,19,1996-05-02,Bantam,1.1312649164677804,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,eng,540,166046,6446,2006-04-25,HarperTorch,307.4925925925926,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,eng,32,1773,274,2005-04-01,Walker & Company,55.40625,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,3.72,eng,408,286,10,1990-11-19,William Morrow Paperbacks,0.7009803921568627,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Motorcycle Basics Techbook,John Harold Haynes,3.85,eng,222,40,2,2002-07-05,Haynes Manuals N. America  Inc.,0.18018018018018017,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel/Bill Gardner,3.93,eng,191,27,0,2004-09-01,Rockport Publishers,0.14136125654450263,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,4.11,eng,304,7300,266,2003-04-01,Signet Classics,24.013157894736842,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
